filename,title,description,brand,model,engine_type,engine_configuration,vehicle_type,fuel_type,engine_state,turbo_supercharged,is_car
-ADsnhHJIXg_21_31.wav,motor comet gtr engine,"para quem numca viu esse é o motor da comet gtr 250cc 
mostrando o movimento dos pistoes",Comet,GTR 250cc,none,none,motorcycle,gasoline,running,no,no
-AMZbL_L-R8_30_40.wav,1979 chevrolet caprice engine room ماتور كابريس  كلاسيك,1979 chevrolet caprice engine room with 350 engine v8 ماتور كابريس  كلاسيك,Chevrolet,Caprice,350 engine,V8,sedan,gasoline,none,no,yes
-AV028hx__I_18_28.wav,Gen 2 engine in Gen 1 hayabusa,,Suzuki,Hayabusa,none,inline-4,motorcycle,gasoline,none,no,no
-AklPWCZp3g_23_33.wav,Ford 289 Engine running on stand.,Sweet little 289 from a 60's Mustang.  For sale...,Ford,Mustang,289,V8,muscle car,gasoline,running,no,yes
-Aumnnovo2s_18_28.wav,"WRECKING 2002 TOYOTA RAV4 ENGINE 2.0, AUTOMATIC (J14834)","EBAY STORE: http://bit.ly/EBAYSTOREJJ

CALL: 02-9724-8099
EMAIL: sales@jjautoparts.com.au
WEBSITE: http://www.jjautoparts.com.au
CONTACT US TO ORDER PARTS OR FOR MORE INQUIRIES

We are currently wrecking this 2012 NISSAN NAVARA, 2.5, DIESEL TURBO, YD25, D22, 4WD (STOCK J12552). Contact us now to order your parts!

STORE ADDRESS: 70 Hume Highway Lansvale NSW 2166

WE HAVE THOUSANDS OF QUALITY USED PARTS AVAILABLE FOR ALL MAKES & MODELS. WE CAN SHIP PARTS TO ANYWHERE IN AUSTRALIA AND OFFER WARRANTY THAT YOU'VE NEVER SEEN FROM OTHER AUTO PARTS RECYCLERS OUT THERE.

PARTS WE ARE DISMANTLING: A/C Compressor | A/C Condenser | A/C Evaporator | ABS Pump | Air Bag | Air Cleaner/Box | Air Condensor | Air Flow Meter | Air Resonator | Air Bag Module/Sensor | Alternator | Antenna | Axle | Bar Flasher | Battery | Bonnet | Bonnet Hinge/Strut | Bonnet Lock/Support | Boost Controller | Bull Bar | Bumper Bars | Bumper Bracket | Bumper Iron | Bumper Reinforcement | Cargo Barrier | Canopy | Centre Console | Coil Pack | Combination Switch | Complete Interior | Control/Trail Arm | Corner Light | Courtesy Light | Cylinder Heads | Diffs / Diff Centre | Distributor | Door | Door Mirror | Door Switch | Door Window | Door/Bootlid/Tailgate Lock | Driveshaft | ECU | Energy Abosorber | Engine | Exhaust System | Fan | Flywheel/Flexplate | Foglight/Spotlight | Front Bumper | Front Diff Assembly | Front Panel | Front Seat | Front Tail/Prop Shaft | Front Crossmember/Cradle | Fuse Box | Gearbox/Transmission | Grille | Guard/Fender | Guard/Fender Liner | Headlight | Heater Core Box | Heater Fan Motor | Heater/AC Control | Hubs | Ignition W/ Key | Instrument Cluster | Intercooler | Lowered King Spring | LPS Conversion | Manifold | Muffler | Nudge Bar | Overflow Bottle | Owner's Handbook/Manual | Parcel Shelf | Power Winch | Power Door Window Switch/Master Switch | Radiator | Radiator Support | Radio/Sat Navigation Unit | Rear Bumper | Rear Diff Assembly | Rear Garnish | Rear Tail/Prop Shaft | Rear Tray | Roof Glass/Sunroof | Roof Racks | Seat Belt | Seats | Shock Absorber | Side Steps | Slotted Rotor | Snorkels | Spare Wheel Carrier | Spare Wheel Cover | Spoiler | Sports Bar/Roll Bar | Starter Motor | Steering Wheel | Stiffner | Strut | Strut Brace | Sunvisor | Suspension | Tailgate | Taillight | Throttle Body | Tonneau Cover | Towbar | UTE Back | UTE Lid | UTE Tray Liner | Washer Bottle | Wheel Mag - Alloy | Wheel Standard - Steel | Window Regulator/Motor | Wiper Motor | Wiper Switch

We are a car wrecker, car dismantler, car breaker, used auto parts dealer, used auto parts seller, car recycler, auto recycler and have the largest single site car salvage yard, car wrecking yard, auto recycling yard, car recylcling yard based in Sydney. We can ship parts to any locations in Australia. Sydney, New South Wales (NSW), Canberra, Melbourne, Victoria (VIC), Brisbane, Queensland (QLD), Cairns, Adelaide, South Australia (SA), Perth, Western Australia (WA).",Toyota,RAV4,none,inline-4,SUV,gasoline,off,no,yes
-BBx3V4rWa8_11_21.wav,87 chevy with flowmaster and 350 jasper engine,"my new truck, 350 jasper engine, flowmaster muffler dumped at the cab",Chevrolet,none,Jasper 350,V8,truck,gasoline,none,no,no
-BOh6BFn04Q_7_17.wav,Volvo 960 2.5 24V Engine Start (B6254S),Volvo 960 2.5 24V Engine Start 6 Cylinder.,Volvo,960,B6254S,inline-6,sedan,gasoline,running,no,yes
-Bds7slIyiA_20_30.wav,2004 dodge ram 1500 3.7L ticking/clank/rattle noise at idle. Need help with what it may be!!!!,via YouTube Capture,Dodge,Ram 1500,3.7L,V6,truck,gasoline,idle,no,no
-Bm6XfgHiLk_30_40.wav,"engine boxer citroen 3cv ""bi-color""2",,Citroen,3CV,none,boxer,none,none,none,no,yes
-Bzkbfg8E5g_5_15.wav,Land Rover Range Rover Evoque Engine Start-Up (Brunei),"A video of the newly-launched Land Rover Range Rover Evoque's engine start-up. This here is the Dynamic SD4 Automatic model which was recently available in Brunei Darussalam and this roadshow was held at the Bowling Community Centre in Seria, Belait. Shot with a Nokia N8-00",Land Rover,Range Rover Evoque Dynamic SD4 Automatic,none,inline-4,SUV,diesel,running,yes,yes
-CMQLYhy2bk_15_25.wav,WPB125 engine noise **PBC PIT BIKE CLUB**,"engine noise on my bike, explination????",WPB,125,125cc single-cylinder,single-cylinder,pit bike,gasoline,running,no,no
-CepfaU3-ZY_13_23.wav,Mercedes-Benz W212 E250 Engine Idle,This is how W212 E250 gasoline engine sounds during idle when the engine is at the regular running temperature,Mercedes-Benz,W212 E250,none,inline-4,sedan,gasoline,idle,yes,yes
-D4pDm_pwkA_10_20.wav,Victoria,ST Victoria,none,Victoria,none,none,none,none,none,none,none
-D9DdrYwk7U_10_20.wav,e39 535i diesel knock sound from m62 vanos engine,Not a clue whats causing it.  Only happens when warm - tried new oil - now stuck.,BMW,E39 535i,M62,V8,sedan,gasoline,running,no,yes
-DAbjbLBmhU_30_40.wav,Von Arx Sase 10” Concrete Scarifier Planer Grinder 9 hp Honda Engine edco,Description,Von Arx Sase,10” Concrete Scarifier Planer Grinder,Honda Engine,none,industrial equipment,gasoline,none,no,no
-DsZ-XfJRCE_2_12.wav,starting Yanmar 4JH3E Marine Diesel Engine 56HP,,Yanmar,none,4JH3E,inline-4,marine engine,diesel,running,no,no
-DyPOJ6PQVg_17_27.wav,Gas turbine jet engine (just before starting),"It is the gas turbine jet engine of a type which diverted the turbocharger.
Please see My homepage for details.
HPaddress: http://www.geocities.jp/hosisiitake_umai/index.html",none,none,gas turbine jet engine,none,none,none,off,yes,no
-EMnuFZSrbU_20_30.wav,2000 Ford Crown Victoria Police Interceptor Timing chain noise,"Damned timing chain guides
TSB
03-15-7 ENGINE - 4.6L - GRINDING TYPE NOISE FROM ENGINE TIMING CHAIN AREA
NOISE - GRINDING TYPE NOISE FROM ENGINE TIMING CHAIN AREA

Publication Date: July 23, 2003

FORD: 2000-2003 CROWN VICTORIA
MERCURY: 2000-2003 GRAND MARQUIS


ISSUE:
Some 4.6L 2V engines may exhibit a grinding type noise from the timing chain area. This may be caused by excessive wear of the timing chain tensioner arms. The tensioner arm has an aluminum base with a nylon surface. Another indication of this condition may be fine nylon and/or aluminum particles present in the engine oil.",Ford,Crown Victoria Police Interceptor,4.6L 2V,V8,sedan,gasoline,running,no,yes
-ERi_GO1O38_24_34.wav,644005 light engine at Stranje,"644005 light engine at Stranje on the PTG Tours ""Slovenia Spanka"" railtour in Slovenia",none,644005,none,none,locomotive,none,running,none,no
-Ep82UWVIbI_10_20.wav,first start up of italjet dragster 125 with 180cc lc runner engine,the old engine i had in was 125 with 172 malossi kit but some thing in side the engine went boom haha so fitted a standard 180cc engine out of gilera runner hopefully it will be still as be as quick,Italjet,Dragster 125,Gilera Runner 180cc (LC),single-cylinder,scooter,gasoline,running,no,no
-F6whI8yGqk_30_40.wav,C36 AMG engine runs badly M104 ANY HELP,"My C36 AMG M104 engine runs badly it takes only 1500 rpm and some miss fire in cold engine.
I have allready rewired my throttle body and changed new Over voltage relay.",Mercedes-Benz AMG,C36 AMG,M104,inline-6,sedan,gasoline,running,no,yes
-F7e-VordxY_30_40.wav,starting radial engine of sherman tank,test radial engine c4,none,Sherman tank,C4,radial engine,military tank,gasoline,starting,none,no
-FTKw2_goFo_30_40.wav,fowler traction engine,A 1923 fowler traction engine at a steam rally at ballymena in ireland. this engine is owned by the bradley family from kilrea.,Fowler,none,none,none,traction engine,coal,running,no,no
-FmniYuIbMc_12_22.wav,mk1 golf caddy engine,mk1 golf caddy 1.6 with 4 branch exhaust an weber 32/34 carb an k&n filters,Volkswagen,Golf Caddy Mk1,none,inline-4,pickup truck,gasoline,none,no,yes
-G3JJn9fYlQ_29_39.wav,Volvo 740 D24T engine running (out of car).avi,"We were changing engine to my friends 745 TurboDiesel and here we test the ""new"" engine before installing it.",Volvo,740,D24T,inline-6,sedan,diesel,running,yes,yes
-GCLlYEObNw_14_24.wav,GSX-R engine in SuperFlow Dyno,Gammal klassiker uppe i SuperFlowbänken.,Suzuki,GSX-R,none,inline-4,sportbike,gasoline,running,no,no
-GUxKaSGwHc_10_20.wav,"Fastest Factory 6.0 block in country, went back to back 4.77 at 151.xx","Burgess Performance Stock Production LS Block Record Holder 2014, Lough Racing Engine,Works Turbo,Leash Electronics,Tick Performance,PTC.Mac Fab,Reeves Racing,Baseline Suspensions.",none,none,LS,V8,none,gasoline,accelerating,yes,yes
-GfaIkvwt1c_28_38.wav,Fiat X19 Engine 1800cc walk around,,Fiat,X1/9,none,inline-4,sports car,gasoline,off,no,yes
-HNUU7MtNsI_24_34.wav,mid engine truck,64 Ford F-100 with Chevy 305 Mid engine,Ford,F-100,Chevy 305,V8,truck,gasoline,none,no,no
-HmYuZCgM2s_30_40.wav,JDM-Online.com - Mitsubishi 4G63 Evolution Engine Compression Video,,Mitsubishi,Evolution,4G63,inline-4,JDM,gasoline,off,yes,yes
-HwmbJ8kujE_20_30.wav,T-150-es traktor--- VOLVO motorral !!!!!!,T-150 es VOLVO motorral szerelve !,Kharkiv Tractor Plant,T-150,none,none,tractor,diesel,none,none,no
-HzNR5GkI8c_17_27.wav,"An ""Old Engine"" on NJT Raritan train #5742: 4802 on March 15, 2011","Raritan Valley Line train #5742 departs Newark Penn Station on Track #1 with an awesome sounding Genesis and a blast on the cabcar K5LA horn. Cab 7035 is on the point of 6 bi-levels, and most importantly, P40BH #4802 is the train's motive power.
It's a somewhat ""old"" engine considering all the modern power NJT has bought and run on the Newark Division recently. This locomotive was built by General Electric in 1993 for Amtrak, and was AMTK P40 #810. It's old-school technology too, a pretty 'classic' mechanical design I note here as ""old rumble"", like the GE diesels built decades beforehand. (think U34CH)
I rode this train from Raritan to Newark in 7035, and engineer ""Big Paul"" was at the throttle. Taken March 15, 2011.",General Electric,P40BH,none,none,locomotive,diesel,running,none,no
-IISJIMVvHE_30_40.wav,Toyota Celica RA23 18R Engine,,Toyota,Celica RA23,18R,inline-4,JDM,gasoline,none,no,yes
-IJy5rdamhY_28_38.wav,six wheeler offroad skateboard with 2 stroke 5 hp engine,,none,offroad skateboard,none,single-cylinder,skateboard,gasoline,running,no,no
-IKAEFwWwY8_2_12.wav,Peugeot 307 Engine Mount / Motor Kulağı,Peugeot 307'mde araçta vites geçişlerinde sarsıntı var. Motor takozundan kaynaklanıp kaynaklanmadığını merak ediyorum.,Peugeot,307,none,inline-4,hatchback,none,none,none,yes
-IRKMnp4zVk_10_20.wav,"292, inline 6 200 hp idling","1969 Mark Twain 200V-18 Deluxe with a 292, 4.8L Inline 6 producing 200hp. Motor has thru-hull exhaust.",Mark Twain,200V-18 Deluxe,292,inline-6,boat,gasoline,idle,no,no
-IlpZJZyhTQ_15_25.wav,Engine 2 pullin up,Fire truck,none,none,none,none,fire truck,none,running,none,no
-InkGSmYw_I_30_40.wav,1992 Miata Engine Noise Help!,We started having this engine noise on our 1992 miata. Started making this noise relatively abruptly. The car does not feel like it has any loss of engine power. We thought it might be the lifters although it was quite loud so we ordered a rebuilt head and replaced it. This included new lifters and cams. Put it all back together and the noise is still there! No change at all. I was curious if anyone had any idea or familiarity of what the source of the noise could be. Thanks in advance.,Mazda,Miata,BP-ZE,inline-4,JDM,gasoline,running,no,yes
-JJaPjpOQFk_15_25.wav,1936 Humber cadillac engine fire up,(AGS) 1936 Humber Special with Stuart M3 tank engine.,Humber,Special,Stuart M3 tank engine,none,none,gasoline,running,no,yes
