clip_filename,true,class,S,mu_train,sigma_train,Z,pred_calibrated
1llNz7oLjM8_11_21.wav,inline-4,inline-4,0.9771623015403748,0.8774213542540868,0.14316579181627107,0.6966814210358885,V8
1llNz7oLjM8_11_21.wav,inline-4,inline-6,0.9778606295585632,0.8355164315019336,0.1490218882127996,0.9551898701844769,V8
1llNz7oLjM8_11_21.wav,inline-4,single-cylinder,0.9839662909507751,0.8928431330657587,0.10703693341497987,0.8513244445422773,V8
42UW0kaXlOQ_13_23.wav,V6,V6,0.9229251742362976,0.9021455347537994,0.11851058048137818,0.17533995191056648,V8
42UW0kaXlOQ_13_23.wav,V6,V8,0.9114459156990051,0.8839512297085353,0.09698742899610638,0.2834871103921475,V8
42UW0kaXlOQ_13_23.wav,V6,inline-4,0.9019313454627991,0.8774213542540868,0.14316579181627107,0.17120005343292222,V8
42UW0kaXlOQ_13_23.wav,V6,inline-6,0.876043438911438,0.8355164315019336,0.1490218882127996,0.2719533881602202,V8
42UW0kaXlOQ_13_23.wav,V6,single-cylinder,0.9096238613128662,0.8928431330657587,0.10703693341497987,0.15677512155593065,V8
1XajRAh041I_30_40.wav,inline-6,V6,0.9332502484321594,0.9021455347537994,0.11851058048137818,0.26246360073518954,inline-6
1XajRAh041I_30_40.wav,inline-6,V8,0.9408524036407471,0.8839512297085353,0.09698742899610638,0.5866860738673262,inline-6
1XajRAh041I_30_40.wav,inline-6,inline-4,0.9239378571510315,0.8774213542540868,0.14316579181627107,0.3249135307171748,inline-6
1XajRAh041I_30_40.wav,inline-6,inline-6,0.9388210773468018,0.8355164315019336,0.1490218882127996,0.6932179365312544,inline-6
1XajRAh041I_30_40.wav,inline-6,single-cylinder,0.9396008849143982,0.8928431330657587,0.10703693341497987,0.43683755089806914,inline-6
4Mhv2oHk2g4_30_40.wav,V8,V6,0.9022037386894226,0.9021455347537994,0.11851058048137818,0.0004911286012333275,inline-6
4Mhv2oHk2g4_30_40.wav,V8,V8,0.9143512845039368,0.8839512297085353,0.09698742899610638,0.3134432483680112,inline-6
4Mhv2oHk2g4_30_40.wav,V8,inline-4,0.9131900668144226,0.8774213542540868,0.14316579181627107,0.24984119534810953,inline-6
4Mhv2oHk2g4_30_40.wav,V8,inline-6,0.9170082807540894,0.8355164315019336,0.1490218882127996,0.5468448308465091,inline-6
4Mhv2oHk2g4_30_40.wav,V8,single-cylinder,0.8883865475654602,0.8928431330657587,0.10703693341497987,-0.041635960206561566,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,V6,0.8925566673278809,0.9021455347537994,0.11851058048137818,-0.08091148813016993,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,V8,0.884198009967804,0.8839512297085353,0.09698742899610638,0.0025444561405841134,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,inline-4,0.91631680727005,0.8774213542540868,0.14316579181627107,0.2716811922912346,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,inline-6,0.9151484966278076,0.8355164315019336,0.1490218882127996,0.5343648914994382,inline-6
0VDcpGUt5Oo_30_40.wav,inline-6,single-cylinder,0.9493613839149475,0.8928431330657587,0.10703693341497987,0.5280256921231925,inline-6
22SjMzMC25w_20_30.wav,inline-4,V6,0.9390109777450562,0.9021455347537994,0.11851058048137818,0.3110730100343189,inline-6
22SjMzMC25w_20_30.wav,inline-4,V8,0.9333252310752869,0.8839512297085353,0.09698742899610638,0.5090762986276672,inline-6
22SjMzMC25w_20_30.wav,inline-4,inline-4,0.9301570057868958,0.8774213542540868,0.14316579181627107,0.3683537167907131,inline-6
22SjMzMC25w_20_30.wav,inline-4,inline-6,0.9567439556121826,0.8355164315019336,0.1490218882127996,0.8134880423548193,inline-6
22SjMzMC25w_20_30.wav,inline-4,single-cylinder,0.9258086085319519,0.8928431330657587,0.10703693341497987,0.3079822488784015,inline-6
0xQcOgG7X5U_30_40.wav,inline-6,V6,0.4124939441680908,0.9021455347537994,0.11851058048137818,-4.131712026021581,inline-6
0xQcOgG7X5U_30_40.wav,inline-6,V8,0.4569374918937683,0.8839512297085353,0.09698742899610638,-4.402774073245201,inline-6
0xQcOgG7X5U_30_40.wav,inline-6,inline-4,0.4288283884525299,0.8774213542540868,0.14316579181627107,-3.133380957213925,inline-6
0xQcOgG7X5U_30_40.wav,inline-6,inline-6,0.3965838849544525,0.8355164315019336,0.1490218882127996,-2.945423332179875,inline-6
0xQcOgG7X5U_30_40.wav,inline-6,single-cylinder,0.40676090121269226,0.8928431330657587,0.10703693341497987,-4.54125708150229,inline-6
0S3mGlU-mek_30_40.wav,V8,V6,0.8758670091629028,0.9021455347537994,0.11851058048137818,-0.22173991118899133,single-cylinder
0S3mGlU-mek_30_40.wav,V8,V8,0.853305459022522,0.8839512297085353,0.09698742899610638,-0.31597673021359984,single-cylinder
0S3mGlU-mek_30_40.wav,V8,inline-4,0.7338606715202332,0.8774213542540868,0.14316579181627107,-1.0027582770477002,single-cylinder
0S3mGlU-mek_30_40.wav,V8,inline-6,0.8171394467353821,0.8355164315019336,0.1490218882127996,-0.12331735281940322,single-cylinder
0S3mGlU-mek_30_40.wav,V8,single-cylinder,0.9300656318664551,0.8928431330657587,0.10703693341497987,0.34775378566186654,single-cylinder
-YNzGGdFf0s_30_40.wav,single-cylinder,V6,0.8155829310417175,0.9021455347537994,0.11851058048137818,-0.7304208903582552,single-cylinder
-YNzGGdFf0s_30_40.wav,single-cylinder,V8,0.796131432056427,0.8839512297085353,0.09698742899610638,-0.9054760865517316,single-cylinder
-YNzGGdFf0s_30_40.wav,single-cylinder,inline-4,0.756767988204956,0.8774213542540868,0.14316579181627107,-0.8427527590108178,single-cylinder
-YNzGGdFf0s_30_40.wav,single-cylinder,inline-6,0.7698524594306946,0.8355164315019336,0.1490218882127996,-0.440633069804299,single-cylinder
-YNzGGdFf0s_30_40.wav,single-cylinder,single-cylinder,0.8487136363983154,0.8928431330657587,0.10703693341497987,-0.41228289394609385,single-cylinder
-tyB1KS6JAE_11_21.wav,inline-4,V6,0.9479332566261292,0.9021455347537994,0.11851058048137818,0.3863597805895857,single-cylinder
-tyB1KS6JAE_11_21.wav,inline-4,V8,0.9364060163497925,0.8839512297085353,0.09698742899610638,0.5408410882132257,single-cylinder
-tyB1KS6JAE_11_21.wav,inline-4,inline-4,0.9023787975311279,0.8774213542540868,0.14316579181627107,0.17432546532533214,single-cylinder
-tyB1KS6JAE_11_21.wav,inline-4,inline-6,0.9186922311782837,0.8355164315019336,0.1490218882127996,0.558144851564202,single-cylinder
-tyB1KS6JAE_11_21.wav,inline-4,single-cylinder,0.9640196561813354,0.8928431330657587,0.10703693341497987,0.6649716209602804,single-cylinder
1O7LB9rRIZs_16_26.wav,single-cylinder,V6,0.9420607686042786,0.9021455347537994,0.11851058048137818,0.33680734402234314,V8
1O7LB9rRIZs_16_26.wav,single-cylinder,V8,0.9338866472244263,0.8839512297085353,0.09698742899610638,0.5148648441634185,V8
1O7LB9rRIZs_16_26.wav,single-cylinder,inline-4,0.9182419180870056,0.8774213542540868,0.14316579181627107,0.2851279157894437,V8
1O7LB9rRIZs_16_26.wav,single-cylinder,inline-6,0.911823034286499,0.8355164315019336,0.1490218882127996,0.5120496304247703,V8
1O7LB9rRIZs_16_26.wav,single-cylinder,single-cylinder,0.9471032023429871,0.8928431330657587,0.10703693341497987,0.5069284736219344,V8
0kSRn21ZwYA_7_17.wav,V6,V6,0.955154538154602,0.9021455347537994,0.11851058048137818,0.44729342465023225,V8
0kSRn21ZwYA_7_17.wav,V6,V8,0.9572340250015259,0.8839512297085353,0.09698742899610638,0.7555906580009716,V8
0kSRn21ZwYA_7_17.wav,V6,inline-4,0.9631845951080322,0.8774213542540868,0.14316579181627107,0.5990484162865379,V8
0kSRn21ZwYA_7_17.wav,V6,inline-6,0.9465684294700623,0.8355164315019336,0.1490218882127996,0.7452059512864927,V8
0kSRn21ZwYA_7_17.wav,V6,single-cylinder,0.9339267015457153,0.8928431330657587,0.10703693341497987,0.3838260978635901,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,V6,0.9767535328865051,0.9021455347537994,0.11851058048137818,0.629547149542728,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,V8,0.9795545935630798,0.8839512297085353,0.09698742899610638,0.9857294377643782,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,inline-4,0.9683292508125305,0.8774213542540868,0.14316579181627107,0.634983367221609,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,inline-6,0.9714786410331726,0.8355164315019336,0.1490218882127996,0.9123640235794648,V8
0yQx2Xc6ktk_27_37.wav,single-cylinder,single-cylinder,0.9671527743339539,0.8928431330657587,0.10703693341497987,0.6942429953602866,V8
-cL8__7nd84_17_27.wav,V8,V6,0.9961686134338379,0.9021455347537994,0.11851058048137818,0.793372864246602,V8
-cL8__7nd84_17_27.wav,V8,V8,0.9943867325782776,0.8839512297085353,0.09698742899610638,1.1386579066259788,V8
-cL8__7nd84_17_27.wav,V8,inline-4,0.9797520041465759,0.8774213542540868,0.14316579181627107,0.7147702575753087,V8
-cL8__7nd84_17_27.wav,V8,inline-6,0.9908983111381531,0.8355164315019336,0.1490218882127996,1.0426782367321639,V8
-cL8__7nd84_17_27.wav,V8,single-cylinder,0.993926465511322,0.8928431330657587,0.10703693341497987,0.9443780685837238,V8
-pQBAic4UTA_0_10.wav,inline-4,V6,0.9442293047904968,0.9021455347537994,0.11851058048137818,0.3551055936588725,V8
-pQBAic4UTA_0_10.wav,inline-4,V8,0.9509127140045166,0.8839512297085353,0.09698742899610638,0.6904140566368603,V8
-pQBAic4UTA_0_10.wav,inline-4,inline-4,0.9357898831367493,0.8774213542540868,0.14316579181627107,0.4076988513957894,V8
-pQBAic4UTA_0_10.wav,inline-4,inline-6,0.9261993169784546,0.8355164315019336,0.1490218882127996,0.6085205775075678,V8
-pQBAic4UTA_0_10.wav,inline-4,single-cylinder,0.8894270062446594,0.8928431330657587,0.10703693341497987,-0.031915402582163056,V8
4nX1nMHxnkE_20_30.wav,inline-6,V6,0.9753758311271667,0.9021455347537994,0.11851058048137818,0.6179220123293054,V8
4nX1nMHxnkE_20_30.wav,inline-6,V8,0.9711768627166748,0.8839512297085353,0.09698742899610638,0.8993498839075442,V8
4nX1nMHxnkE_20_30.wav,inline-6,inline-4,0.9758909940719604,0.8774213542540868,0.14316579181627107,0.6878014543044098,V8
4nX1nMHxnkE_20_30.wav,inline-6,inline-6,0.9603301882743835,0.8355164315019336,0.1490218882127996,0.8375531827527175,V8
4nX1nMHxnkE_20_30.wav,inline-6,single-cylinder,0.9734136462211609,0.8928431330657587,0.10703693341497987,0.7527356267115022,V8
-UcTQgyfxBQ_30_40.wav,V6,V6,0.8367571830749512,0.9021455347537994,0.11851058048137818,-0.5517511720324657,inline-6
-UcTQgyfxBQ_30_40.wav,V6,V8,0.8260771632194519,0.8839512297085353,0.09698742899610638,-0.5967171940541576,inline-6
-UcTQgyfxBQ_30_40.wav,V6,inline-4,0.7868021130561829,0.8774213542540868,0.14316579181627107,-0.6329671358518267,inline-6
-UcTQgyfxBQ_30_40.wav,V6,inline-6,0.8401839733123779,0.8355164315019336,0.1490218882127996,0.03132118285724068,inline-6
-UcTQgyfxBQ_30_40.wav,V6,single-cylinder,0.8369287252426147,0.8928431330657587,0.10703693341497987,-0.522384246626022,inline-6
4IZJXS18go8_30_40.wav,inline-4,V6,0.9512529969215393,0.9021455347537994,0.11851058048137818,0.414371965509495,V8
4IZJXS18go8_30_40.wav,inline-4,V8,0.952590823173523,0.8839512297085353,0.09698742899610638,0.7077163935105774,V8
4IZJXS18go8_30_40.wav,inline-4,inline-4,0.9386525750160217,0.8774213542540868,0.14316579181627107,0.4276944931126755,V8
4IZJXS18go8_30_40.wav,inline-4,inline-6,0.9302176237106323,0.8355164315019336,0.1490218882127996,0.6354851179544027,V8
4IZJXS18go8_30_40.wav,inline-4,single-cylinder,0.9411213994026184,0.8928431330657587,0.10703693341497987,0.45104306332923355,V8
-6EfENcd5xQ_13_23.wav,single-cylinder,V6,0.8944743871688843,0.9021455347537994,0.11851058048137818,-0.06472964315722464,inline-6
-6EfENcd5xQ_13_23.wav,single-cylinder,V8,0.8845643997192383,0.8839512297085353,0.09698742899610638,0.006322159655634864,inline-6
-6EfENcd5xQ_13_23.wav,single-cylinder,inline-4,0.8646641373634338,0.8774213542540868,0.14316579181627107,-0.08910799660176315,inline-6
-6EfENcd5xQ_13_23.wav,single-cylinder,inline-6,0.8713948726654053,0.8355164315019336,0.1490218882127996,0.2407595393787937,inline-6
-6EfENcd5xQ_13_23.wav,single-cylinder,single-cylinder,0.8850162029266357,0.8928431330657587,0.10703693341497987,-0.07312363956446796,inline-6
-SeKgSHpQHs_4_14.wav,V8,V6,0.08291090279817581,0.9021455347537994,0.11851058048137818,-6.912755204033042,inline-6
-SeKgSHpQHs_4_14.wav,V8,V8,0.07894853502511978,0.8839512297085353,0.09698742899610638,-8.300072525025206,inline-6
-SeKgSHpQHs_4_14.wav,V8,inline-4,0.11157180368900299,0.8774213542540868,0.14316579181627107,-5.349389269944607,inline-6
-SeKgSHpQHs_4_14.wav,V8,inline-6,0.1202719584107399,0.8355164315019336,0.1490218882127996,-4.799593413216199,inline-6
-SeKgSHpQHs_4_14.wav,V8,single-cylinder,0.08956149965524673,0.8928431330657587,0.10703693341497987,-7.504714567038337,inline-6
0f0sx422m4Y_15_25.wav,V6,V6,0.7585070729255676,0.9021455347537994,0.11851058048137818,-1.2120307000842176,inline-6
0f0sx422m4Y_15_25.wav,V6,V8,0.7390735745429993,0.8839512297085353,0.09698742899610638,-1.493777664436824,inline-6
0f0sx422m4Y_15_25.wav,V6,inline-4,0.6788749098777771,0.8774213542540868,0.14316579181627107,-1.3868288077581432,inline-6
0f0sx422m4Y_15_25.wav,V6,inline-6,0.7045239210128784,0.8355164315019336,0.1490218882127996,-0.8790152376944859,inline-6
0f0sx422m4Y_15_25.wav,V6,single-cylinder,0.7645455598831177,0.8928431330657587,0.10703693341497987,-1.1986290067301733,inline-6
22GGPMRWSjw_30_40.wav,single-cylinder,V6,0.6852788329124451,0.9021455347537994,0.11851058048137818,-1.8299353607117899,inline-6
22GGPMRWSjw_30_40.wav,single-cylinder,V8,0.6745853424072266,0.8839512297085353,0.09698742899610638,-2.1586909712774625,inline-6
22GGPMRWSjw_30_40.wav,single-cylinder,inline-4,0.6808945536613464,0.8774213542540868,0.14316579181627107,-1.3727217801089602,inline-6
22GGPMRWSjw_30_40.wav,single-cylinder,inline-6,0.6609870791435242,0.8355164315019336,0.1490218882127996,-1.1711658901354527,inline-6
22GGPMRWSjw_30_40.wav,single-cylinder,single-cylinder,0.68196040391922,0.8928431330657587,0.10703693341497987,-1.9701865740954194,inline-6
-D9DdrYwk7U_10_20.wav,V8,V6,0.9272569417953491,0.9021455347537994,0.11851058048137818,0.2118916888226321,inline-6
-D9DdrYwk7U_10_20.wav,V8,V8,0.9262418150901794,0.8839512297085353,0.09698742899610638,0.43604192645772555,inline-6
-D9DdrYwk7U_10_20.wav,V8,inline-4,0.9316048622131348,0.8774213542540868,0.14316579181627107,0.3784668618924221,inline-6
-D9DdrYwk7U_10_20.wav,V8,inline-6,0.9363071918487549,0.8355164315019336,0.1490218882127996,0.6763486998828964,inline-6
-D9DdrYwk7U_10_20.wav,V8,single-cylinder,0.9243190288543701,0.8928431330657587,0.10703693341497987,0.2940657470686316,inline-6
0XVLMlGFhJ4_30_40.wav,V6,V6,0.8897261023521423,0.9021455347537994,0.11851058048137818,-0.10479597982906341,inline-6
0XVLMlGFhJ4_30_40.wav,V6,V8,0.8892467021942139,0.8839512297085353,0.09698742899610638,0.05459957584700086,inline-6
0XVLMlGFhJ4_30_40.wav,V6,inline-4,0.8787955045700073,0.8774213542540868,0.14316579181627107,0.009598314642676395,inline-6
0XVLMlGFhJ4_30_40.wav,V6,inline-6,0.8752965927124023,0.8355164315019336,0.1490218882127996,0.2669417337784883,inline-6
0XVLMlGFhJ4_30_40.wav,V6,single-cylinder,0.8470519185066223,0.8928431330657587,0.10703693341497987,-0.4278076090016969,inline-6
-ig5Dxl_BNA_17_27.wav,V6,V6,0.7292966842651367,0.9021455347537994,0.11851058048137818,-1.4585098628879203,inline-4
-ig5Dxl_BNA_17_27.wav,V6,V8,0.705272376537323,0.8839512297085353,0.09698742899610638,-1.8422887895954592,inline-4
-ig5Dxl_BNA_17_27.wav,V6,inline-4,0.7096467018127441,0.8774213542540868,0.14316579181627107,-1.1718906472899122,inline-4
-ig5Dxl_BNA_17_27.wav,V6,inline-6,0.6535660028457642,0.8355164315019336,0.1490218882127996,-1.2209644558814652,inline-4
-ig5Dxl_BNA_17_27.wav,V6,single-cylinder,0.7159424424171448,0.8928431330657587,0.10703693341497987,-1.6527070143421783,inline-4
1krm09AGVfg_30_40.wav,V8,V6,0.9852350354194641,0.9021455347537994,0.11851058048137818,0.7011146205525566,V8
1krm09AGVfg_30_40.wav,V8,V8,0.9828488826751709,0.8839512297085353,0.09698742899610638,1.0196955831317671,V8
1krm09AGVfg_30_40.wav,V8,inline-4,0.9598832726478577,0.8774213542540868,0.14316579181627107,0.5759889799624526,V8
1krm09AGVfg_30_40.wav,V8,inline-6,0.972445547580719,0.8355164315019336,0.1490218882127996,0.9188523761237948,V8
1krm09AGVfg_30_40.wav,V8,single-cylinder,0.9897650480270386,0.8928431330657587,0.10703693341497987,0.905499736109925,V8
-IKAEFwWwY8_2_12.wav,inline-4,V6,0.9258238673210144,0.9021455347537994,0.11851058048137818,0.19979931303210174,single-cylinder
-IKAEFwWwY8_2_12.wav,inline-4,V8,0.9092333316802979,0.8839512297085353,0.09698742899610638,0.26067400933761703,single-cylinder
-IKAEFwWwY8_2_12.wav,inline-4,inline-4,0.8915153741836548,0.8774213542540868,0.14316579181627107,0.09844544392039693,single-cylinder
-IKAEFwWwY8_2_12.wav,inline-4,inline-6,0.8672532439231873,0.8355164315019336,0.1490218882127996,0.21296745600172715,single-cylinder
-IKAEFwWwY8_2_12.wav,inline-4,single-cylinder,0.9323617219924927,0.8928431330657587,0.10703693341497987,0.36920516746795495,single-cylinder
1NvrXYKbYMs_10_20.wav,V8,V6,0.6413888335227966,0.9021455347537994,0.11851058048137818,-2.200282035340938,inline-6
1NvrXYKbYMs_10_20.wav,V8,V8,0.649531364440918,0.8839512297085353,0.09698742899610638,-2.4170128819171843,inline-6
1NvrXYKbYMs_10_20.wav,V8,inline-4,0.6035163402557373,0.8774213542540868,0.14316579181627107,-1.9132015443316237,inline-6
1NvrXYKbYMs_10_20.wav,V8,inline-6,0.7141627669334412,0.8355164315019336,0.1490218882127996,-0.8143344982664716,inline-6
1NvrXYKbYMs_10_20.wav,V8,single-cylinder,0.7825327515602112,0.8928431330657587,0.10703693341497987,-1.0305824166119983,inline-6
00PAu_6Xpog_18_28.wav,V8,V6,0.9144989252090454,0.9021455347537994,0.11851058048137818,0.10423871358209309,inline-6
00PAu_6Xpog_18_28.wav,V8,V8,0.9144128561019897,0.8839512297085353,0.09698742899610638,0.3140780893849377,inline-6
00PAu_6Xpog_18_28.wav,V8,inline-4,0.8943246006965637,0.8774213542540868,0.14316579181627107,0.11806763492894526,inline-6
00PAu_6Xpog_18_28.wav,V8,inline-6,0.9250837564468384,0.8355164315019336,0.1490218882127996,0.6010346937558922,inline-6
00PAu_6Xpog_18_28.wav,V8,single-cylinder,0.9361439943313599,0.8928431330657587,0.10703693341497987,0.4045413100329087,inline-6
1Nub-HhoX7w_20_30.wav,single-cylinder,V6,0.9245210886001587,0.9021455347537994,0.11851058048137818,0.18880638129922225,V8
1Nub-HhoX7w_20_30.wav,single-cylinder,V8,0.9388722777366638,0.8839512297085353,0.09698742899610638,0.5662697588399143,V8
1Nub-HhoX7w_20_30.wav,single-cylinder,inline-4,0.9404141306877136,0.8774213542540868,0.14316579181627107,0.4399987988364377,V8
1Nub-HhoX7w_20_30.wav,single-cylinder,inline-6,0.9198361039161682,0.8355164315019336,0.1490218882127996,0.5658207222138283,V8
1Nub-HhoX7w_20_30.wav,single-cylinder,single-cylinder,0.8658595681190491,0.8928431330657587,0.10703693341497987,-0.2520958335203319,V8
2CtUT6wDuWM_23_33.wav,V8,V6,0.9268655776977539,0.9021455347537994,0.11851058048137818,0.20858933306666894,inline-6
2CtUT6wDuWM_23_33.wav,V8,V8,0.923114538192749,0.8839512297085353,0.09698742899610638,0.40379777966674335,inline-6
2CtUT6wDuWM_23_33.wav,V8,inline-4,0.9019467234611511,0.8774213542540868,0.14316579181627107,0.17130746734903274,inline-6
2CtUT6wDuWM_23_33.wav,V8,inline-6,0.9347774386405945,0.8355164315019336,0.1490218882127996,0.6660834078073058,inline-6
2CtUT6wDuWM_23_33.wav,V8,single-cylinder,0.948194146156311,0.8928431330657587,0.10703693341497987,0.5171206921255644,inline-6
1hOz9e9JAQA_30_40.wav,inline-6,V6,0.09736044704914093,0.9021455347537994,0.11851058048137818,-6.790829008141734,inline-6
1hOz9e9JAQA_30_40.wav,inline-6,V8,0.11872220784425735,0.8839512297085353,0.09698742899610638,-7.889981513944437,inline-6
1hOz9e9JAQA_30_40.wav,inline-6,inline-4,0.05571352317929268,0.8774213542540868,0.14316579181627107,-5.739554265374485,inline-6
1hOz9e9JAQA_30_40.wav,inline-6,inline-6,0.0866546630859375,0.8355164315019336,0.1490218882127996,-5.025179706129074,inline-6
1hOz9e9JAQA_30_40.wav,inline-6,single-cylinder,0.08835584670305252,0.8928431330657587,0.10703693341497987,-7.5159784636554035,inline-6
4GC91o3fN-Y_30_40.wav,V8,V6,0.9450653791427612,0.9021455347537994,0.11851058048137818,0.3621604435201115,inline-6
4GC91o3fN-Y_30_40.wav,V8,V8,0.9450033903121948,0.8839512297085353,0.09698742899610638,0.6294852975854268,inline-6
4GC91o3fN-Y_30_40.wav,V8,inline-4,0.9497483968734741,0.8774213542540868,0.14316579181627107,0.5051977969165059,inline-6
4GC91o3fN-Y_30_40.wav,V8,inline-6,0.9408138990402222,0.8355164315019336,0.1490218882127996,0.7065906143124855,inline-6
4GC91o3fN-Y_30_40.wav,V8,single-cylinder,0.9341578483581543,0.8928431330657587,0.10703693341497987,0.3859856030461874,inline-6
4ApqpMSnxt8_22_32.wav,single-cylinder,V6,0.9435627460479736,0.9021455347537994,0.11851058048137818,0.34948112755790756,V8
4ApqpMSnxt8_22_32.wav,single-cylinder,V8,0.939610481262207,0.8839512297085353,0.09698742899610638,0.5738810908773152,V8
4ApqpMSnxt8_22_32.wav,single-cylinder,inline-4,0.9087840914726257,0.8774213542540868,0.14316579181627107,0.21906585938341766,V8
4ApqpMSnxt8_22_32.wav,single-cylinder,inline-6,0.8978757262229919,0.8355164315019336,0.1490218882127996,0.41845728482523886,V8
4ApqpMSnxt8_22_32.wav,single-cylinder,single-cylinder,0.9422867894172668,0.8928431330657587,0.10703693341497987,0.4619308006500539,V8
0eOl6yag6R4_6_16.wav,single-cylinder,V6,0.9798513650894165,0.9021455347537994,0.11851058048137818,0.6556868595190718,V8
0eOl6yag6R4_6_16.wav,single-cylinder,V8,0.9836155772209167,0.8839512297085353,0.09698742899610638,1.02760067509762,V8
0eOl6yag6R4_6_16.wav,single-cylinder,inline-4,0.9776933789253235,0.8774213542540868,0.14316579181627107,0.7003909481387754,V8
0eOl6yag6R4_6_16.wav,single-cylinder,inline-6,0.9763120412826538,0.8355164315019336,0.1490218882127996,0.944798186825197,V8
0eOl6yag6R4_6_16.wav,single-cylinder,single-cylinder,0.9636709094047546,0.8928431330657587,0.10703693341497987,0.6617134299279501,V8
3yDrgjC7WR0_12_22.wav,inline-6,V6,0.9488990306854248,0.9021455347537994,0.11851058048137818,0.3945090450297123,single-cylinder
3yDrgjC7WR0_12_22.wav,inline-6,V8,0.9400507807731628,0.8839512297085353,0.09698742899610638,0.5784208494368858,single-cylinder
3yDrgjC7WR0_12_22.wav,inline-6,inline-4,0.9068565964698792,0.8774213542540868,0.14316579181627107,0.2056024825648813,single-cylinder
3yDrgjC7WR0_12_22.wav,inline-6,inline-6,0.9296929240226746,0.8355164315019336,0.1490218882127996,0.6319641607698547,single-cylinder
3yDrgjC7WR0_12_22.wav,inline-6,single-cylinder,0.9643045663833618,0.8928431330657587,0.10703693341497987,0.6676334143519294,single-cylinder
23rse_r1kyQ_20_30.wav,inline-4,V6,0.9854907393455505,0.9021455347537994,0.11851058048137818,0.7032722669419994,V8
23rse_r1kyQ_20_30.wav,inline-4,V8,0.9772887229919434,0.8839512297085353,0.09698742899610638,0.9623669196051697,V8
23rse_r1kyQ_20_30.wav,inline-4,inline-4,0.9760298132896423,0.8774213542540868,0.14316579181627107,0.6887710938804618,V8
